,repo,description,owner,version,wc_url,updated_at,stars,forks,screenshot_url,samplecode_url,supported_browsers,rating,comment,external,status
205,juicy-ace-editor,Custom Element with Ace(http://ace.c9.io/) code editor,Juicy,2.0.1,,2017-07-07 23:51:34,56,24,,,,,,,
206,socket-io-monitor,Polymer 1.x component to view socket.io events,Collaborne,v1.0.2,,2017-04-26 10:13:32,0,0,,,,,,,
207,granite-alert,A set of Bootstrap-like alert elements.,LostInBrittany,1.1.0,,2016-10-30 11:46:35,1,2,,,,,,,
208,granite-clipboard,A lightweight element wrapping-up clipboard.js,LostInBrittany,1.1.0,,2017-03-22 19:50:23,4,3,,,,,,,
209,network-information,"Implements Network Information API, which enables web applications to access information about the network connection in use by the device.",jorgecasar,1.0.0,,2017-06-19 11:00:04,0,0,,,,,,,
210,iron-a11y-keys-behavior,A behavior that enables keybindings for greater a11y,PolymerElements,v2.0.1,,2017-06-07 14:56:39,19,30,,,,,,,
211,simpla-video,"Editable, responsive video embeds from Youtube and Vimeo",SimplaElements,v1.2.0,,2017-06-13 07:42:28,3,0,,,,,,,
212,simpla-img,"An editable image you can update inline, built on Simpla",SimplaElements,v1.3.0,,2017-06-21 07:39:03,5,3,,,,,,,
213,simpla-link,Turn anything into an editable link,SimplaElements,v1.1.0,,2017-06-21 07:29:06,1,1,,,,,,,
214,simpla-collection,Create editable collections of content striaght in HTML,SimplaElements,v1.1.0,,2017-07-14 20:41:08,8,0,,,,,,,
215,simpla-article,"Write longform, rich-media articles seamlessly inline",SimplaElements,v1.1.0,,2017-06-15 22:22:08,6,0,,,,,,,
216,isw-snackbar,"Material Design Polymer 2.0 Snackbar / Toast, stacking context safe with remote-control.",IswPolymerElements,1.0.3,,2017-07-04 10:07:11,3,1,,,,,,,
217,simpla-element-behavior,Polymer behavior that connects an element to Simpla's API,SimplaElements,v0.2.3,,2017-05-09 18:24:10,2,0,,,,,,,
218,the-grid,Grid layout custom element with drag and drop capabilities,vpusher,v1.3.0,,2017-07-11 20:00:04,46,7,,,,,,,
219,neon-text-board,A text board which animates the transition between different texts (Polymer),Collaborne,2.0.1,,2017-07-10 01:11:14,4,1,,,,,,,
220,neon-progress,Polymer element that shows an animated progress bar,Collaborne,2.0.2,,2017-06-16 09:43:55,0,0,,,,,,,
221,polymer-cordova-network-activity,Web component to control Network Activity Indicator via Cordova plugin (Polymer),Collaborne,2.0.1,,2017-06-16 09:33:10,0,0,,,,,,,
222,bing-static-map,Web component that renders a static Bing map (Polymer),Collaborne,2.0.1,,2017-06-16 09:35:50,0,0,,,,,,,
223,google-analytics-tracker-behavior,Behavior to track page interactions to Google Analytics (Polymer),Collaborne,2.0.1,,2017-06-16 09:34:23,3,0,,,,,,,
224,carbon-i18n-behavior,Polymer behavior to add internationalization support,Collaborne,3.0.1,,2017-06-16 09:30:00,3,2,,,,,,,
225,app-experiment-behavior,Polymer behavior for simple A/B/... experiments,Collaborne,2.0.1,,2017-06-16 09:29:51,0,0,,,,,,,
226,iron-localstorage-behavior,Access to local storage (allows users to prune older entries),Collaborne,1.0.1,,2017-06-16 09:17:52,0,0,,,,,,,
227,iron-file-icons,Material Design icons for file types,Collaborne,2.0.2,,2017-06-16 08:59:40,2,1,,,,,,,
228,paper-collapse-radio-group,A material design radio group that can be collapsed (Polymer),Collaborne,2.0.3,,2017-06-16 08:27:40,2,0,,,,,,,
229,paper-static-item,A Material Design non-focusable item with header and content (Polymer),Collaborne,2.0.1,,2017-06-16 08:55:40,1,0,,,,,,,
230,paper-random-term-card,A Material Design card that displays a random term from the given array (Polymer) ,Collaborne,2.0.1,,2017-06-07 17:01:15,0,0,,,,,,,
231,paper-subheader,A Material Design subheader (Polymer),Collaborne,2.0.2,,2017-06-16 08:32:22,1,0,,,,,,,
232,paper-text-item,A Material Design text item with optional placeholder (Polymer),Collaborne,1.0.2,,2017-06-16 08:35:11,0,0,,,,,,,
233,paper-more-button,A material design button to load more items in a list (Polymer),Collaborne,2.0.1,,2017-06-16 08:21:00,2,2,,,,,,,
234,paper-expansion-panel,A Material Design expansion panel with header and collapsible content (Polymer),Collaborne,2.0.0,,2017-06-16 08:14:44,2,2,,,,,,,
235,paper-stepper,A Material Design stepper (Polymer),Collaborne,2.1.3,,2017-07-13 08:37:42,10,3,,,,,,,
236,paper-collapse-item,A Material Design item with header and collapsible content (Polymer),Collaborne,2.0.2,,2017-06-16 07:46:59,11,7,,,,,,,
237,paper-fab-speed-dial,A Material Design - Floating Action Button with Speed Dial (Polymer),Collaborne,2.1.3,,2017-07-13 08:40:11,17,8,,,,,,,
238,paper-chip,A Material Design chip,Collaborne,2.0.4,,2017-06-16 07:29:39,12,5,,,,,,,
239,paper-alert-dialog,Web component that renders a material design dialog to alert users (Polymer),Collaborne,2.0.1,,2017-06-16 07:16:45,3,3,,,,,,,
240,brainy-table,Polymer 1.x table element,OWOX,1.7.4,,2017-05-17 18:33:44,28,7,,,,,,,
241,animation-keyframes,Generator of animation keyframes for performant expand/collapse effect,valdrinkoshi,v0.3.0,,2017-06-07 01:36:32,0,0,,,,,,,
242,app-pouchdb,Custom Elements for working with PouchDB.,PolymerElements,v2.1.1,,2017-05-30 17:55:48,36,19,,,,,,,
243,simpla-admin,"Beautiful, lightweight admin component for Simpla apps",SimplaElements,v1.2.4,,2017-06-17 11:56:28,7,3,,,,,,,
244,meme-maker,A Polymer element to make memes,ireade,v1.0.0,,2017-07-15 14:11:57,9,2,,,,,,,
245,epi-cms-property,A web component used to retrieve a page property from a page within an Episerver CMS website,AqoviaElements,v2.0.0,,2017-02-07 15:17:14,0,0,,,,,,,
246,lazy-imports,Declarative lazy HTML imports as a behavior.,Polymer,2.0.0,,2017-07-12 23:30:33,35,6,,,,,,,
247,geo-codec,An element to perform geocoding and reverse geocoding using the Google maps API.,jifalops,1.1.2,,2017-06-29 14:53:11,3,1,,,,,,,
248,fortem-treeview,Polymer 2 accordion web component.,edWAR6,1.0.4,,2017-06-13 19:38:18,0,0,,,,,,,
249,iron-resizable-behavior,,PolymerElements,v2.0.1,,2017-07-11 06:41:18,13,12,,,,,,,
250,note-app-elements,View elements for building a note app.,PolymerLabs,v2.1.1,,2017-07-16 21:48:18,16,10,,,,,,,
251,payment-request,Payment request API implementation in Polymer,jorgecasar,1.0.0,,2017-07-10 00:39:30,13,0,,,,,,,
252,app-behaviors,A collection of app development web components from the expand.js team,expandjs,v1.2.0,,2017-04-28 09:53:27,1,1,,,,,,,
253,xp-elements,A collection of core web components from the expand.js team,expandjs,v1.2.0,,2017-05-16 08:34:17,2,1,,,,,,,
254,mat-elements,A collection of Material Design web components from the expand.js team,expandjs,v1.3.0,,2017-07-14 16:31:31,9,1,,,,,,,
255,paper-carousel,Web component to build a responsive carousel,Redbility,1.2.5,,2017-07-15 05:10:13,33,11,,,,,,,
256,material-toggle,"A simple toggle element, based on a checkbox.",nuclei,v1.0.8,,2017-07-11 23:22:22,3,0,,,,,,,
257,isw-dialog,"Material Design Polymer 2.0 Dialog, stacking context safe with remote-control.",IswPolymerElements,1.0.3,,2017-06-19 03:27:01,4,2,,,,,,,
258,neon-animation,Polymer + Web Animations,PolymerElements,v2.0.1,,2017-05-13 05:44:43,130,101,,,,,,,
259,app-datepicker,A datepicker element built from scratch with Polymer,motss,v2.11.0,,2017-07-17 08:23:14,70,23,,,,,,,
260,isw-color-input,"Material Design Polymer 2.0 Color input field, based on paper-swatch-picker.",IswPolymerElements,1.0.5,,2017-06-14 14:15:42,2,0,,,,,,,
261,gamepad-behavior,A polymer behavior that gives easy access to the gamepad api.,alangdm,v0.10.0,,2016-05-30 02:57:43,0,0,,,,,,,
262,dyn-text,A web component that creates an inline slideshow of words or phrases.,vjcharles,v1.0.2,,2017-06-11 21:48:08,0,0,,,,,,,
263,paper-pulsating-progress,Polymer element that shows three pulsating icons to indicate loading progress,Collaborne,2.0.2,,2017-06-12 21:05:53,0,0,,,,,,,
264,ufg-eventos,Webcomponente de eventos da UFG - Universidade Federal de Goiás,joserochadocarmo,0.0.4,,2017-06-06 17:46:34,0,0,,,,,,,
265,paper-spinning-icon,"Polymer element that shows a spinning icon, e.g. to indicate ongoing updating",Collaborne,2.0.6,,2017-06-12 18:49:33,0,0,,,,,,,
266,paper-time-input,Polymer element to accept a time with paper-input & paper-dropdown-menu,ryanburns23,v2.0.3,,2017-06-30 12:33:04,7,5,,,,,,,
267,emojione-selector,A polymer element that works best as a emoji picker and is powered by the emojione library,puranjayjain,v2.0.1,,2017-05-22 17:23:06,4,2,,,,,,,
268,paper-relative-integer-input,A Material Design input field for relative integer with step up/down buttons (Polymer 1.9 - 2.x),Zecat,v0.0.1,,2017-06-12 00:38:49,1,0,,,,,,,
269,toggle-viewport,Component for preview a site with different viewport,goiblas,v0.1.1,,2017-06-11 07:47:41,0,0,,,,,,,
270,img-pan-zoom,"Image pan zoom element, uses openSeadragon",ryanburns23,v2.0.0,,2017-07-04 06:59:51,3,0,,,,,,,
271,polymer-ui-router,UI-router wrapper for Polymer 1.x/2.x,ergo,0.1.4,,2017-06-12 10:13:45,10,3,,,,,,,
272,paper-autocomplete,Polymer Autocomplete Component,ellipticaljs,v2.6.1,,2017-06-20 01:01:32,35,36,,,,,,,
273,slate-font-awesome,Wrapping of *Font Awesome* as Polymer web componentto be used as shared style in full ShadowDOM mode,JeffLeFoll,4.7.3,,2017-04-16 20:57:12,0,0,,,,,,,
274,anasium-router,A simple client-side router built with polymer2,anasium,v1.0.2,,2017-05-27 17:14:04,1,1,,,,,,,
275,iron-icons,A set of icons for use with iron-icon,PolymerElements,v2.0.1,,2017-07-14 20:49:25,54,38,,,,,,,
276,app-session-localize-behavior,Polymer behaviour to internationalize all your aplication,Abe90,0.0.2,,2017-06-09 15:20:39,0,0,,,,,,,
277,iron-swipeable-pages,[Polymer 1.x] Element that enables switching between different pages by swiping gesture.,GeoloeG,1.2.9,,2017-07-09 18:03:56,44,20,,,,,,,
278,app-storage,Data-pipes and specialized services,PolymerElements,v2.0.2,,2017-07-05 17:38:19,35,39,,,,,,,
279,sortable-list,A web component for reorderable drag-and-drop lists on modern browsers and touch devices. ,sharedlabs,v1.0.2,,2017-07-01 05:40:52,14,4,,,,,,,
280,paper-input,A Material Design text field,PolymerElements,v2.0.1,,2017-07-06 21:23:50,80,121,,,,,,,
281,granite-qrcode-scanner,A webcomponent to scan a QR Code,LostInBrittany,1.5.1,,2017-06-28 13:42:23,7,1,,,,,,,
282,granite-qrcode-generator,A webcomponent to render a QR Code,LostInBrittany,1.1.2,,2017-06-19 16:11:32,8,3,,,,,,,
283,ink-ripple,A vanilla-JS dependency free ripple effect web component,alex-saunders,0.1.0,,2017-06-07 17:58:50,0,0,,,,,,,
284,paper-buttons-group,A button group with `paper-button` style. It also implement the `iron-multi-selectable` behavior which permit to select a choice bu taping on a button.,NeilujD,2.0.0,,2016-11-17 02:01:08,3,0,,,,,,,
285,paper-avatar,`paper-avatar` is a simple avatar using the `paper-fab` style.,NeilujD,2.0.1,,2017-01-19 15:35:38,4,0,,,,,,,
286,tk-pagination,a pagination with polymer,cloudgz,v0.5.3,,2017-03-19 08:55:09,0,0,,,,,,,
287,ros-log,Adds robot logs to the website,hcrlab,v0.1.1,,2017-05-08 19:49:55,0,0,,,,,,,
288,app-toast,"A swipeable, actionable, and themable paper-toast.",jifalops,0.2.3,,2017-06-01 22:32:26,4,3,,,,,,,
289,paper-progress,A Material Design progress,PolymerElements,v2.0.1,,2017-05-20 23:57:50,23,29,,,,,,,
290,import-lodash,,IngressoRapidoWebComponents,1.0.1,,2017-06-23 19:28:20,2,0,,,,,,,
291,granite-file-reader,A lightweight element to read a file from the filesystem,LostInBrittany,1.2.1,,2017-06-22 13:39:16,5,7,,,,,,,
292,iron-lazy-pages,Lazy-load content and lazy-register pages to reduce the first load time,TimvdLippe,v2.0.2,,2017-07-14 16:58:48,71,15,,,,,,,
293,polymerfire,Polymer Web Components for Firebase,firebase,v2.1.0,,2017-07-15 19:44:09,364,107,,,,,,,
294,HTML-GL,Get as many FPS as you need and amazing effects by rendering HTML/CSS in WebGL,PixelsCommander,0.3.1,,2017-07-18 05:01:54,2881,113,,,,,,,
295,app-flickity,,ryanburns23,v0.0.2,,2017-06-10 06:58:55,1,2,,,,,,,
296,google-map,Google Maps web components ,GoogleWebComponents,1.2.0,,2017-07-13 16:02:50,317,207,,,,,,,
297,paper-datatable,A material design implementation of a data table.,David-Mulder,0.9.8,,2017-07-15 13:02:52,196,95,,,,,,,
298,slim.js,Create powerful web components with data-binding and more great stuff,eavichay,v2.9.9,,2017-07-15 06:41:53,286,17,,,,,,,
299,vaadin-combo-box,vaadin-combo-box is a free Web Component for displaying a list of items with filtering. Built using Polymer,vaadin,v1.3.3,,2017-06-27 08:12:45,85,66,,,,,,,
300,paper-listbox,,PolymerElements,v2.0.0,,2017-06-20 04:49:02,11,10,,,,,,,
301,iron-selector,Manages a list of elements that can be selected,PolymerElements,v2.0.0,,2017-05-17 09:26:49,23,44,,,,,,,
302,paper-audio-player,A custom audio player with paper material style,gorork,1.1.1,,2017-07-13 12:38:25,145,48,,,,,,,
303,myscript-math-web,The easy way to integrate mathematical expressions handwriting recognition in your web app.,MyScript,v1.2.3,,2017-07-02 17:10:56,73,19,,,,,,,
304,highcharts-chart,Polymer Element wrapper for highcharts library. Seamlessly create various types of charts from one element.,avdaredevil,v2.0.1,,2017-07-07 09:47:08,84,19,,,,,,,
305,plutonium-visualization,Visualization library for integrate Polymer with D3 and add SVG support.,lordoftheflies,v0.3.9,,2017-03-04 09:12:49,0,0,,,,,,,
306,paper-input-group,Polymer element to manage a group of paper-inputs,ryanburns23,v1.0.1,,2017-05-12 19:25:04,3,0,,,,,,,
307,typed-text,Polymer 1.4 element that simulates typing.,sespiros,v1.1.1,,2017-06-02 02:55:45,10,3,,,,,,,
308,salte-rating,`salte-rating` allows you to display ratings with extreme precision,salte-io,1.0.8,,2017-07-16 11:54:00,2,1,,,,,,,
309,myscript-text-web,The easy way to integrate text handwriting recognition in your web app.,MyScript,v1.2.3,,2017-07-17 05:01:30,69,13,,,,,,,
310,wunderground-forecast,Polymer element to show the weather underground 3 day forecast for a location.,wintersandroid,v2.0.0,,2017-02-06 19:02:02,4,1,,,,,,,
311,dynamic-side-nav,Web component: dynamic-side-nav,MCKreukniet,v1.0.0-beta,,2017-07-13 19:08:53,1,0,,,,,,,
312,paper-fullscreen-dialog,"A polymer fullscreen paper dialog, with both save and cancel buttons",egkoppel,v1.0.1,,2017-06-04 01:22:40,1,0,,,,,,,
313,touch-slider,A custom element that provides a draggable slider for touch devices.,sharedlabs,0.2.2,,2017-03-20 19:25:08,3,0,,,,,,,
314,simple-material-table,Material Style Table for Polymer 2.0,wintersandroid,v2.0.0,,2017-06-04 07:09:14,16,1,,,,,,,
315,schema-diagram,Core visual component for https://github.com/SchemerApp/schemer-desktop,SchemerApp,v0.2.1,,2017-05-18 15:45:21,1,0,,,,,,,
316,wind-direction-indicator,A wind direction indicator in polymer.,wintersandroid,v2.0.0,,2016-03-13 23:55:04,0,0,,,,,,,
317,polymer-simple-slider,A Polymer element providing a simple slider functionality,ruyadorno,v1.1.0,,2017-06-05 18:41:21,23,12,,,,,,,
318,iron-behaviors,"Behaviors that manage control states like 'focused', 'disabled', and 'active'",PolymerElements,v2.0.0,,2017-05-13 05:47:25,8,12,,,,,,,
319,iron-flex-layout,Style mixins for cross-platform flex-box layouts,PolymerElements,v2.0.0,,2017-06-26 13:02:41,67,59,,,,,,,
320,Web-Map-Custom-Element,A customised built-in <map> element https://maps4html.github.io/Web-Map-Custom-Element/,Maps4HTML,0.1.4,,2017-05-28 23:46:55,14,4,,,,,,,
321,web-share,Polymer 2 element that wraps the web share api,jgw96,v0.5.0,,2017-05-12 23:05:31,7,2,,,,,,,
322,vaadin-date-picker,vaadin-date-picker is a free Web Component providing a date selection field with scrollable month calendar. Built using Polymer,vaadin,v1.2.3,,2017-06-28 18:10:03,89,33,,,,,,,
323,paper-card,A Material Design piece of paper with unique related data,PolymerElements,v2.0.0,,2017-07-17 04:51:44,66,55,,,,,,,
324,include-fragment-element,A Client Side Includes tag,github,v3.0.0,,2017-06-07 15:26:23,57,8,,,,,,,
325,grain-read-more,,daKmoR,v0.8.1,,2017-04-30 23:44:23,1,0,,,,,,,
326,platinum-push-messaging,Push Notifications with Polymer,PolymerElements,v1.0.5,,2017-06-09 19:55:38,22,8,,,,,,,
327,paper-menu-button,An element that allows composing a trigger and content as a dropdown menu.,PolymerElements,v2.0.0,,2017-07-17 22:55:37,20,41,,,,,,,
328,paper-header-panel,A Material Design panel with top and bottom panes,PolymerElements,v2.0.0,,2017-05-30 09:36:24,25,29,,,,,,,
329,paper-toolbar,A Material Design toolbar/appbar,PolymerElements,v2.0.0,,2017-05-25 14:39:28,29,34,,,,,,,
330,platinum-sw,Service Worker Polymer element,PolymerElements,v1.3.0,,2017-07-17 08:49:26,57,17,,,,,,,
331,paper-menu,A Material Design menu,PolymerElements,v1.3.0,,2017-07-14 13:37:55,28,45,,,,,,,
332,paper-tabs,Material Design tabs,PolymerElements,v2.0.0,,2017-06-20 22:29:05,37,42,,,,,,,
333,paper-spinner,Material Design circular activity indicator,PolymerElements,v2.0.0,,2017-07-01 18:15:27,25,13,,,,,,,
334,paper-toast,A Material Design popup toast,PolymerElements,v2.0.0,,2017-06-16 17:35:22,27,23,,,,,,,
335,platinum-https-redirect,Force a redirect to HTTPS when not on a local web server.,PolymerElements,v1.0.2,,2017-05-13 06:33:45,6,7,,,,,,,
336,platinum-bluetooth,A set of Polymer elements to discover and communicate with nearby Bluetooth devices,PolymerElements,v2.1.2,,2017-07-09 18:13:28,19,8,,,,,,,
337,paper-swatch-picker,A color picker with all the Material Design colours,PolymerElements,v2.0.0,,2017-06-29 16:56:24,28,21,,,,,,,
338,test-fixture,,PolymerElements,v2.0.1,,2017-06-11 02:30:02,15,5,,,,,,,
339,paper-toggle-button,A Material Design toggle button,PolymerElements,v2.0.0,,2017-05-13 05:30:21,15,22,,,,,,,
340,paper-tooltip,A Material Design tooltip,PolymerElements,v2.0.0,,2017-05-13 04:22:31,21,31,,,,,,,
341,paper-material,A Material Design container that looks like a lifted piece of paper,PolymerElements,v2.0.0,,2017-05-13 05:58:54,19,10,,,,,,,
342,paper-radio-button,A Material Design radio button,PolymerElements,v2.0.0,,2017-06-20 16:37:13,12,20,,,,,,,
343,paper-styles,Shared styles for Material Design elements,PolymerElements,v2.0.0,,2017-07-17 04:52:48,91,70,,,,,,,
344,paper-radio-group,A group of Material Design radio buttons,PolymerElements,v2.0.0,,2017-05-13 05:16:56,11,22,,,,,,,
345,paper-scroll-header-panel,Fancy scrolling effects where the header animates between tall and condensed states,PolymerElements,v2.0.0,,2017-05-13 05:31:11,23,34,,,,,,,
346,paper-dropdown-menu,A Material Design browser select element,PolymerElements,v2.0.0,,2017-07-11 21:36:10,46,81,,,,,,,
347,paper-fab,A material design floating action button,PolymerElements,v2.0.0,,2017-06-28 14:03:27,25,17,,,,,,,
348,paper-drawer-panel,A Material Design two-section responsive panel,PolymerElements,v2.0.0,,2017-05-13 05:37:29,22,40,,,,,,,
349,paper-dialog-scrollable,A scrollable area used in a Material Design dialog,PolymerElements,v2.1.0,,2017-05-30 22:10:56,10,12,,,,,,,
350,paper-item,Material Design list items,PolymerElements,v2.0.0,,2017-06-30 10:57:39,23,30,,,,,,,
351,paper-dialog,A Material Design dialog,PolymerElements,v2.0.0,,2017-07-17 21:15:34,33,29,,,,,,,
352,paper-behaviors,Common behaviors used across paper-* elements.,PolymerElements,v2.0.0,,2017-06-08 11:17:28,13,23,,,,,,,
353,paper-icon-button,A Material Design icon button,PolymerElements,v2.0.0,,2017-07-14 20:47:12,24,28,,,,,,,
354,iron-validator-behavior,Implements a custom input or form validator,PolymerElements,v2.0.0,,2017-05-13 06:03:19,7,6,,,,,,,
355,iron-jsonp-library,Loads jsonp libraries.,PolymerElements,v2.0.0,,2017-05-13 04:44:19,11,8,,,,,,,
356,iron-label,A version of the <label> element that works with Custom Elements as well as native elements.,PolymerElements,v2.0.0,,2017-05-13 05:52:52,6,4,,,,,,,
357,iron-location,A Polymer element that manages binding to the page's URL.,PolymerElements,v2.0.1,,2017-05-13 04:34:27,19,28,,,,,,,
358,paper-button,A button à la Material Design,PolymerElements,v2.0.0,,2017-07-13 17:43:29,70,61,,,,,,,
359,iron-input,An input with data binding,PolymerElements,v2.0.0,,2017-07-13 19:37:58,20,35,,,,,,,
360,iron-validatable-behavior,Implements an element validated with Polymer.IronValidatorBehavior,PolymerElements,v2.0.0,,2017-05-13 06:02:14,5,11,,,,,,,
361,paper-badge,Material Design status descriptors for elements,PolymerElements,v2.0.0,,2017-06-29 13:19:28,24,21,,,,,,,
362,iron-swipeable-container,A container that allows any of its nested children to be swiped away.,PolymerElements,v1.0.3,,2017-06-14 08:03:06,15,14,,,,,,,
363,iron-test-helpers,Utility classes to make testing easier,PolymerElements,v2.0.0,,2017-05-17 13:44:20,18,16,,,,,,,
364,iron-signals,Publish-subscribe functionality,PolymerElements,v1.0.3,,2017-05-13 06:18:48,14,9,,,,,,,
365,iron-localstorage,Access to localStorage,PolymerElements,v2.0.0,,2017-05-13 04:45:12,9,13,,,,,,,
366,iron-range-behavior,Managing a numeric value within a given range,PolymerElements,v2.0.0,,2017-05-13 05:34:15,8,8,,,,,,,
367,iron-scroll-threshold,Polymer element for triggering an event when nearing the beginning or end of a scrollable element,PolymerElements,v2.0.0,,2017-06-02 18:22:45,16,12,,,,,,,
368,iron-pages,Simple content switcher,PolymerElements,v2.0.0,,2017-07-15 08:07:20,27,10,,,,,,,
369,iron-icon,Element that displays a single icon,PolymerElements,v2.0.0,,2017-07-12 00:22:24,23,39,,,,,,,
370,iron-menu-behavior,Accessible menu behavior,PolymerElements,v2.0.0,,2017-05-13 05:21:28,9,22,,,,,,,
371,iron-overlay-behavior,Makes an element an overlay with an optional backdrop,PolymerElements,v2.0.0,,2017-05-21 21:21:41,21,45,,,,,,,
372,iron-media-query,Data binding for a CSS Media Query,PolymerElements,v2.0.0,,2017-05-13 05:40:17,12,4,,,,,,,
373,iron-iconset,Represents a source of icons expressed as a raster sprite sheet,PolymerElements,v2.0.0,,2017-06-24 01:32:13,8,5,,,,,,,
374,iron-form-element-behavior,Behavior that enables an element to be included in an iron-form,PolymerElements,v2.0.0,,2017-05-13 04:39:46,4,9,,,,,,,
375,iron-scroll-target-behavior,Polymer behavior that allows to define a scroller target,PolymerElements,v2.0.0,,2017-05-19 09:02:41,7,8,,,,,,,
376,iron-a11y-announcer,An element that helps with announcing text through screen readers.,PolymerElements,v2.0.0,,2017-06-07 08:19:49,12,12,,,,,,,
377,iron-demo-helpers,Utility classes to make building demo pages easier,PolymerElements,v2.0.0,,2017-06-27 23:27:54,10,22,,,,,,,
378,iron-collapse,Adds collapsible behavior to a target element,PolymerElements,v2.0.0,,2017-07-05 14:21:07,20,24,,,,,,,
379,iron-ajax,Easily make ajax requests,PolymerElements,v2.0.2,,2017-07-14 15:54:48,86,96,,,,,,,
380,iron-a11y-keys,A basic element implementation of iron-a11y-keys-behavior,PolymerElements,v2.0.0,,2017-06-25 19:58:25,12,13,,,,,,,
381,iron-dropdown,An unstyled element that works similarly to a native browser select,PolymerElements,v2.0.0,,2017-07-05 14:19:56,22,42,,,,,,,
382,iron-checked-element-behavior,Implements an element that has a checked attribute and can be added to a form,PolymerElements,v2.0.0,,2017-05-13 05:23:39,3,5,,,,,,,
383,gold-zip-input,An input element that only allows US zip codes,PolymerElements,v1.0.6,,2017-05-13 06:17:50,4,13,,,,,,,
384,gold-cc-input,An input element that only allows credit card numbers,PolymerElements,v1.0.7,,2017-05-13 06:14:20,8,21,,,,,,,
385,gold-cc-expiration-input,An input element that only allows credit card expiration dates,PolymerElements,v1.1.3,,2017-05-13 06:35:48,3,15,,,,,,,
386,gold-email-input,An input element that only allows emails,PolymerElements,v1.0.9,,2017-06-15 09:39:28,14,20,,,,,,,
387,gold-cc-cvc-input,An input element that only allows cvc codes,PolymerElements,v1.0.10,,2016-11-01 00:05:49,4,15,,,,,,,
388,gold-phone-input,An input element that only allows phone numbers,PolymerElements,v1.1.0,,2017-06-20 20:07:41,10,23,,,,,,,
389,app-route,A modular client-side router,PolymerElements,v2.0.0,,2017-06-22 00:01:58,120,52,,,,,,,
390,juicy-html,<juicy-html> is a custom element that let's you load partial HTML chunks into your DOM.,Juicy,1.2.0,,2017-07-15 20:34:05,43,7,,,,,,,
391,firebase-element,Web components for the Firebase Web API,GoogleWebComponents,v1.0.16,,2017-06-27 17:47:31,78,71,,,,,,,
392,time-elements,Web component extensions to the standard <time> element.,github,v0.6.1,,2017-07-11 12:55:17,1203,64,,,,,,,
393,dom-repeat-n,[Polymer 1.x] A template element that repeat n times its content.,GeoloeG,1.0.6,,2017-04-18 20:31:42,16,3,,,,,,,
394,geo-location,Web component element for the Geolocation API,ebidel,1.0.6,,2017-04-14 11:22:16,68,25,,,,,,,
395,login-fire,An element that allows simple configuration of multiple provider login for firebase,convoo,0.1.5,,2017-07-12 18:01:09,40,10,,,,,,,
396,app-metadata,Manage page meta tags for SEO,CaptainCodeman,v0.0.6,,2017-03-22 21:14:30,23,6,,,,,,,
397,paper-timezone,Polymer based timezone selection component,bluewatertracks,1.1.2,,2017-07-15 14:26:45,14,3,,,,,,,
398,blink-analytics,Allows you to add Google Analytics to your website.,blinktechsg,1.0.0,,2016-10-26 02:50:21,0,0,,,,,,,
399,searchable-multi,"A custom element that makes multi selects more user friendly, with search",matthewp,v1.0.0,,2017-05-07 13:55:39,4,1,,,,,,,
400,two-checkout,Polymer Wrapper for 2Checkouts payments,bennypowers,v0.1.0,,2017-06-04 20:34:17,0,0,,,,,,,
401,pf-parallax-video,Polymer 2.0 based custom-element to display video with parallax effect and overlays.,PFElements,0.1.1,,2017-04-20 15:36:12,0,0,,,,,,,
402,resizable-panels,Web Component that allows to resize its childrens vertically or horizontally,kcmr,v2.0.4,,2017-06-27 07:49:08,5,0,,,,,,,
403,vaadin-checkbox,Polymer 2 element for customized checkboxes. Part of Vaadin Core Elements bundle.,vaadin,v1.0.0-alpha1,,2017-06-20 13:09:55,0,1,,,,,,,
404,polyvr-viewer,"A polymer web components to integrate the Google VR webview, and easily create ""VR walk""",arfost,1.0.0,,2017-05-18 10:06:06,2,0,,,,,,,
405,events-calendar,An event calendar web component build with polymer based on mpachnis/mp-calendar,Hispar,v0.1.2,,2017-06-01 01:47:44,4,2,,,,,,,
406,app-forum,A Polymer 1.x forum component.,dav04,v1.0.4,,2017-03-27 10:00:38,2,0,,,,,,,
407,poly-poly,Polymer element to load feature polyfills from polyfill.io service,CaptainCodeman,v0.0.4,,2017-03-07 20:13:14,1,0,,,,,,,
408,paper-searchbox,Material Design Search Input Webcomponent for Polymer,petja,v1.0.2,,2017-06-20 20:08:58,4,3,,,,,,,
409,grafitto-filter,A polymer reusable component that provides a solution for filtering a list of items before displaying them. This component also supports use of custom filter functions using the f attribute.,grafitto,v0.0.3,,2017-05-21 14:30:32,2,0,,,,,,,
410,simple-callout,"Lightweight, style-agnostic callout box that works anywhere",SimpleElements,v0.4.3,,2017-02-12 04:29:22,4,0,,,,,,,
411,rest-api-doc,A custom Polymer element for displaying a REST API doc,DeepSpaceDev,v2.1.1,,2017-06-06 03:08:06,0,0,,,,,,,
412,lazy-img,Lazy loading img,CaptainCodeman,v0.0.7,,2017-03-16 17:14:02,5,0,,,,,,,
413,impetus-scroller,Momentum scroller using impetus,CaptainCodeman,v0.0.3,,2017-03-27 16:27:26,1,2,,,,,,,
414,paper-carousel,Polymer element that displays a Material Design image carousel.,wincinderith,v1.3.1,,2017-05-26 22:58:16,3,0,,,,,,,
